articleID:ID(Article)	title
7144	High-Throughput Phenotyping of Wheat and Barley Plants Grown in Single or Few Rows in Small Plots Using Active and Passive Spectral Proximal Sensing.
7145	Effect of Nanoparticles on Modified Screen Printed Inhibition Superoxide Dismutase Electrodes for Aluminum.
7146	A Review of Distributed Optical Fiber Sensors for Civil Engineering Applications.
7147	A Vision-Based Approach for Building Telecare and Telerehabilitation Services.
7148	Rapid On-Site Formation of a Free-Standing Flexible Optical Link for Sensing Applications.
7149	Optical Microbubble Resonators with High Refractive Index Inner Coating for Bio-Sensing Applications - An Analytical Approach.
7150	Vision-Based Georeferencing of GPR in Urban Areas.
7151	Computing the Deflection of the Vertical for Improving Aerial Surveys - A Comparison between EGM2008 and ITALGEO05 Estimates.
7152	A New Methodology for 3D Target Detection in Automotive Radar Applications.
7153	Using Crowdsourced Trajectories for Automated OSM Data Entry Approach.
7154	Graphene Nanogrids FET Immunosensor - Signal to Noise Ratio Enhancement.
7155	Conditional Random Field-Based Offline Map Matching for Indoor Environments.
7156	Robust Behavior Recognition in Intelligent Surveillance Environments.
7157	Quaternion-Based Signal Analysis for Motor Imagery Classification from Electroencephalographic Signals.
7158	Sparse Reconstruction for Temperature Distribution Using DTS Fiber Optic Sensors with Applications in Electrical Generator Stator Monitoring.
7159	VitiCanopy - A Free Computer App to Estimate Canopy Vigor and Porosity for Grapevine.
7160	Real-Time Hand Posture Recognition for Human-Robot Interaction Tasks.
7161	Robust Decentralized Nonlinear Control for a Twin Rotor MIMO System.
7162	Merge Fuzzy Visual Servoing and GPS-Based Planning to Obtain a Proper Navigation Behavior for a Small Crop-Inspection Robot.
7163	Robust Foot Clearance Estimation Based on the Integration of Foot-Mounted IMU Acceleration Data.
7164	On the Use of a Signal Quality Index Applying at Tracking Stage Level to Assist the RAIM System of a GNSS Receiver.
7165	Development and Application of a Synthetically-Derived Lead Biosensor Construct for Use in Gram-Negative Bacteria.
7166	Novel Resistance Measurement Method - Analysis of Accuracy and Thermal Dependence with Applications in Fiber Materials.
7167	Effects of Sampling Conditions and Environmental Factors on Fecal Volatile Organic Compound Analysis by an Electronic Nose Device.
7168	Conditional Entropy and Location Error in Indoor Localization Using Probabilistic Wi-Fi Fingerprinting.
7169	A Priority-Based Adaptive MAC Protocol for Wireless Body Area Networks.
7170	Evaluation of Bias Correction Method for Satellite-Based Rainfall Data.
7171	Fuzzy C-Means Clustering and Energy Efficient Cluster Head Selection for Cooperative Sensor Network.
7172	Evaluating Quantum Dot Performance in Homogeneous FRET Immunoassays for Prostate Specific Antigen.
7173	Optimizing Retransmission Threshold in Wireless Sensor Networks.
7174	Compressive Video Recovery Using Block Match Multi-Frame Motion Estimation Based on Single Pixel Cameras.
7175	Low-Cost GNSS Receivers for Local Monitoring - Experimental Simulation, and Analysis of Displacements.
7176	Computer-Aided Sensor Development Focused on Security Issues.
7177	Optical Microbottle Resonators for Sensing.
7178	A Review - Origins of the Dielectric Properties of Proteins and Potential Development as Bio-Sensors.
7179	Evaluating Soil Moisture Status Using an e-Nose.
7180	Electrochemical Aptatoxisensor Responses on Nanocomposites Containing Electro-Deposited Silver Nanoparticles on Poly(Propyleneimine) Dendrimer for the Detection of Microcystin-LR in Freshwater.
7181	Accelerometry-Based Activity Recognition and Assessment in Rheumatic and Musculoskeletal Diseases.
7182	Developing Benthic Class Specific, Chlorophyll-a Retrieving Algorithms for Optically-Shallow Water Using SeaWiFS.
7183	A Real-Time Kinect Signature-Based Patient Home Monitoring System.
7184	Adaptive Transcutaneous Power Transfer to Implantable Devices - A State of the Art Review.
7185	Sedentary Behaviour Profiling of Office Workers - A Sensitivity Analysis of Sedentary Cut-Points.
7186	A Comparative Study of the Application of Fluorescence Excitation-Emission Matrices Combined with Parallel Factor Analysis and Nonnegative Matrix Factorization in the Analysis of Zn Complexation by Humic Acids.
7187	A Selective Change Driven System for High-Speed Motion Analysis.
7188	A Multipurpose CMOS Platform for Nanosensing.
7189	Error Analysis of Clay-Rock Water Content Estimation with Broadband High-Frequency Electromagnetic Sensors - Air Gap Effect.
7190	Galileo - The Added Value for Integrity in Harsh Environments.
7191	Tunable Microcavity-Stabilized Quantum Cascade Laser for Mid-IR High-Resolution Spectroscopy and Sensing.
7192	Real-Time Detection and Measurement of Eye Features from Color Images.
7193	Close-Range Tracking of Underwater Vehicles Using Light Beacons.
7194	Visualized Multiprobe Electrical Impedance Measurements with STM Tips Using Shear Force Feedback Control.
7195	Street Viewer - An Autonomous Vision Based Traffic Tracking System.
7196	An Outline of Data Aggregation Security in Heterogeneous Wireless Sensor Networks.
7197	Nonlinear-Based MEMS Sensors and Active Switches for Gas Detection.
7198	A Low-Noise CMOS THz Imager Based on Source Modulation and an In-Pixel High-Q Passive Switched-Capacitor N-Path Filter.
7199	Noise Reduction Techniques and Scaling Effects towards Photon Counting CMOS Image Sensors.
7200	Robust Approach for Nonuniformity Correction in Infrared Focal Plane Array.
7201	Secure and Efficient Reactive Video Surveillance for Patient Monitoring.
7202	Highly Selective and Ultrasensitive Turn-on Luminescence Chemosensor for Mercury (II) Determination Based on the Rhodamine 6G Derivative FC1 and Au Nanoparticles.
7203	Underwater 3D Surface Measurement Using Fringe Projection Based Scanning Devices.
7204	Digital Platform for Wafer-Level MEMS Testing and Characterization Using Electrical Response.
7205	A High-Efficiency Wind Energy Harvester for Autonomous Embedded Systems.
7206	Self-Powered WSN for Distributed Data Center Monitoring.
7207	Application of Structured Light System Technique for Authentication of Wooden Panel Paintings.
7208	Colorimetric Analysis of Ochratoxin A in Beverage Samples.
7209	Two Capacitive Micro-Machined Ultrasonic Transducers for Wind Speed Measurement.
7210	Are We Ready to Build a System for Assisting Blind People in Tactile Exploration of Bas-Reliefs?
7211	Thermal Property Analysis of Axle Load Sensors for Weighing Vehicles in Weigh-in-Motion System.
7212	Source Anonymity in WSNs against Global Adversary Utilizing Low Transmission Rates with Delay Constraints.
7213	Inspection Robot Based Mobile Sensing and Power Line Tracking for Smart Grid.
7214	Localization Based on Magnetic Markers for an All-Wheel Steering Vehicle.
7215	Networked Fusion Filtering from Outputs with Stochastic Uncertainties and Correlated Random Transmission Delays.
7216	Cellular Automata-Based Application for Driver Assistance in Indoor Parking Areas.
7217	On the Probabilistic Deployment of Smart Grid Networks in TV White Space.
7218	Reduction of Kinematic Short Baseline Multipath Effects Based on Multipath Hemispherical Map.
7219	A Single Nanobelt Transistor for Gas Identification - Using a Gas-Dielectric Strategy.
7220	Closed-Loop Control of Chemical Injection Rate for a Direct Nozzle Injection System.
7221	Performance Analysis of ICA in Sensor Array.
7222	Systematic Calibration for Ultra-High Accuracy Inertial Measurement Units.
7223	A Sum-of-Squares and Semidefinite Programming Approach for Maximum Likelihood DOA Estimation.
7224	Validation of Underwater Sensor Package Using Feature Based SLAM.
7225	Planar Indium Tin Oxide Heater for Improved Thermal Distribution for Metal Oxide Micromachined Gas Sensors.
7226	On the Achievable Throughput Over TVWS Sensor Networks.
7227	An Assessment of the Influence of the Industry Distribution Chain on the Oxygen Levels in Commercial Modified Atmosphere Packaged Cheddar Cheese Using Non-Destructive Oxygen Sensor Technology.
7228	Recognizing Physisorption and Chemisorption in Carbon Nanotubes Gas Sensors by Double Exponential Fitting of the Response.
7229	Integration of Error Compensation of Coordinate Measuring Machines into Feature Measurement - Part I - Model Development.
7230	Integration of Error Compensation of Coordinate Measuring Machines into Feature Measurement - Part II - Experimental Implementation.
7231	Underwater Multi-Vehicle Trajectory Alignment and Mapping Using Acoustic and Optical Constraints.
7232	A Height Estimation Approach for Terrain Following Flights from Monocular Vision.
7233	Design of a Computerised Flight Mill Device to Measure the Flight Potential of Different Insects.
7234	Measurement and Modeling of Narrowband Channels for Ultrasonic Underwater Communications.
7235	A Mathematical Model of a Novel 3D Fractal-Inspired Piezoelectric Ultrasonic Transducer.
7236	Conceptual Design of a Nano-Networking Device.
7237	Optimization and Experimentation of Dual-Mass MEMS Gyroscope Quadrature Error Correction Methods.
7238	Flexible Bond Wire Capacitive Strain Sensor for Vehicle Tyres.
7239	A Micromachined Piezoresistive Pressure Sensor with a Shield Layer.
7240	A Reference Model for Monitoring IoT WSN-Based Applications.
7241	Damage Detection in Flexible Plates through Reduced-Order Modeling and Hybrid Particle-Kalman Filtering.
7242	Application and Uses of Electronic Noses for Clinical Diagnosis on Urine Samples - A Review.
7243	Standalone GPS L1 C/A Receiver for Lunar Missions.
7244	Contextualising Water Use in Residential Settings - A Survey of Non-Intrusive Techniques and Approaches.
7245	Traffic Congestion Detection System through Connected Vehicles and Big Data.
7246	Practical Application of Electrochemical Nitrate Sensor under Laboratory and Forest Nursery Conditions.
7247	Low-Coherence Reflectometry for Refractive Index Measurements of Cells in Micro-Capillaries.
7248	On-Demand Sensor Node Wake-Up Using Solar Panels and Visible Light Communication.
7249	Lightweight CoAP-Based Bootstrapping Service for the Internet of Things.
7250	Olive Crown Porosity Measurement Based on Radiation Transmittance - An Assessment of Pruning Effect.
7251	Partial Discharge Monitoring in Power Transformers Using Low-Cost Piezoelectric Sensors.
7252	An Exploration of the Metal Dependent Selectivity of a Metalloporphyrins Coated Quartz Microbalances Array.
7253	A Complete Optical Sensor System Based on a POF-SPR Platform and a Thermo-Stabilized Flow Cell for Biochemical Applications.
7254	Vehicle Maneuver Detection with Accelerometer-Based Classification.
7255	Thin Film Differential Photosensor for Reduction of Temperature Effects in Lab-on-Chip Applications.
7256	Flexible Piezoelectric Energy Harvesting from Mouse Click Motions.
7257	Field Measurement-Based System Identification and Dynamic Response Prediction of a Unique MIT Building.
7258	A Compact Forearm Crutch Based on Force Sensors for Aided Gait - Reliability and Validity.
7259	Images from Bits - Non-Iterative Image Reconstruction for Quanta Image Sensors.
7260	The Evaluation of Physical Stillness with Wearable Chest and Arm Accelerometer during Chan Ding Practice.
7261	Removing the Interdependency between Horizontal and Vertical Eye-Movement Components in Electrooculograms.
7262	The Influence of Different Partial Pressure on the Fabrication of InGaO Ultraviolet Photodetectors.
7263	A Low Cost VLSI Architecture for Spike Sorting Based on Feature Extraction with Peak Search.
7264	Steady State Response Analysis of a Tubular Piezoelectric Print Head.
7265	Scalable Indoor Localization via Mobile Crowdsourcing and Gaussian Process.
7266	Gateway-Assisted Retransmission for Lightweight and Reliable IoT Communications.
7267	Integrating Deoxyribozymes into Colorimetric Sensing Platforms.
7268	Local Strategy Combined with a Wavelength Selection Method for Multivariate Calibration.
7269	A Simple Interface for 3D Position Estimation of a Mobile Robot with Single Camera.
7270	Drain Current Modulation of a Single Drain MOSFET by Lorentz Force for Magnetic Sensing Application.
7271	A Crowd-Sourcing Indoor Localization Algorithm via Optical Camera on a Smartphone Assisted by Wi-Fi Fingerprint RSSI.
7272	Trend-Residual Dual Modeling for Detection of Outliers in Low-Cost GPS Trajectories.
7273	Three-Dimensional Object Recognition and Registration for Robotic Grasping Systems Using a Modified Viewpoint Feature Histogram.
7274	Genetic Particle Swarm Optimization-Based Feature Selection for Very-High-Resolution Remotely Sensed Imagery Object Change Detection.
7275	All-Digital Time-Domain CMOS Smart Temperature Sensor with On-Chip Linearity Enhancement.
7276	Accurate Behavioral Simulator of All-Digital Time-Domain Smart Temperature Sensors by Using SIMULINK.
7277	Weak Fault Feature Extraction of Rolling Bearings Based on an Improved Kurtogram.
7278	An Optical Sensor for Measuring the Position and Slanting Direction of Flat Surfaces.
7279	Mobility-Aware Caching and Computation Offloading in 5G Ultra-Dense Cellular Networks.
7280	Radius and Orientation Measurement for Cylindrical Objects by a Light Section Sensor.
