:START_ID(Volume)	pages	:END_ID(Article)
IEEE Access|4	1700-1715	8578
IEEE Access|4	6614-6623	8579
IEEE Access|4	3246-3256	8580
IEEE Access|4	9283-9292	8581
IEEE Access|4	2732-2737	8582
IEEE Access|4	8879-8887	8583
IEEE Access|4	6416-6426	8584
IEEE Access|4	5223-5233	8585
IEEE Access|4	6883-6893	8586
IEEE Access|4	3444-3453	8587
IEEE Access|4	7104-7110	8588
IEEE Access|4	4431-4441	8589
IEEE Access|4	3671-3674	8590
IEEE Access|4	7176-7185	8591
IEEE Access|4	8670-8685	8592
IEEE Access|4	7930-7939	8593
IEEE Access|4	3862-3877	8594
IEEE Access|4	9941-9957	8595
IEEE Access|4	1061-1072	8596
IEEE Access|4	6216-6224	8597
IEEE Access|4	1494-1509	8598
IEEE Access|4	5169-5178	8599
IEEE Access|4	8593-8607	8600
IEEE Access|4	9377-9399	8601
IEEE Access|4	8844-8856	8602
IEEE Access|4	1548-1559	8603
IEEE Access|4	766-773	8604
IEEE Access|4	5385-5398	8605
IEEE Access|4	4933-4945	8606
IEEE Access|4	914-927	8607
IEEE Access|4	6554-6566	8608
IEEE Access|4	9273-9282	8609
IEEE Access|4	6304-6324	8610
IEEE Access|4	8236-8249	8611
IEEE Access|4	1595-1606	8612
IEEE Access|4	6652-6680	8613
IEEE Access|4	7841-7846	8614
IEEE Access|4	9821-9827	8615
IEEE Access|4	4922-4932	8616
IEEE Access|4	6105-6120	8617
IEEE Access|4	5868-5879	8618
IEEE Access|4	8044-8052	8619
IEEE Access|4	7728-7735	8620
IEEE Access|4	6480-6502	8621
IEEE Access|4	10096-10109	8622
IEEE Access|4	858-868	8623
IEEE Access|4	6171-6180	8624
IEEE Access|4	514-528	8625
IEEE Access|4	627-638	8626
IEEE Access|4	2863-2872	8627
IEEE Access|4	7469-7478	8628
IEEE Access|4	5268-5279	8629
IEEE Access|4	8737-8756	8630
IEEE Access|4	7356-7382	8631
IEEE Access|4	3747-3756	8632
IEEE Access|4	3034-3045	8633
IEEE Access|4	6261-6271	8634
IEEE Access|4	2885-2894	8635
IEEE Access|4	993-1007	8636
IEEE Access|4	4269-4281	8637
IEEE Access|4	7912-7920	8638
IEEE Access|4	1141-1147	8639
IEEE Access|4	951-958	8640
IEEE Access|4	8544-8557	8641
IEEE Access|4	6591-6601	8642
IEEE Access|4	3310-3321	8643
IEEE Access|4	2542-2571	8644
IEEE Access|4	8407-8417	8645
IEEE Access|4	1205-1221	8646
IEEE Access|4	204-215	8647
IEEE Access|4	893-904	8648
IEEE Access|4	4534-4542	8649
IEEE Access|4	6602-6613	8650
IEEE Access|4	3360-3378	8651
IEEE Access|4	2797-2807	8652
IEEE Access|4	8977-8986	8653
IEEE Access|4	8914-8924	8654
IEEE Access|4	9320-9331	8655
IEEE Access|4	5948-5970	8656
IEEE Access|4	1570-1582	8657
IEEE Access|4	8995-9004	8658
IEEE Access|4	8338-8350	8659
IEEE Access|4	6816-6822	8660
IEEE Access|4	5098-5110	8661
IEEE Access|4	3907-3919	8662
IEEE Access|4	2388-2397	8663
IEEE Access|4	9520-9527	8664
IEEE Access|4	2244-2255	8665
IEEE Access|4	8084-8094	8666
IEEE Access|4	9082-9092	8667
IEEE Access|4	8351-8361	8668
IEEE Access|4	10136-10146	8669
IEEE Access|4	8487-8499	8670
IEEE Access|4	8625-8633	8671
IEEE Access|4	1971-1984	8672
IEEE Access|4	5179-5186	8673
IEEE Access|4	4761-4768	8674
IEEE Access|4	7567-7576	8675
IEEE Access|4	7828-7840	8676
IEEE Access|4	9604-9613	8677
IEEE Access|4	4848-4860	8678
IEEE Access|4	4168-4182	8679
IEEE Access|4	216-246	8680
IEEE Access|4	5531-5539	8681
IEEE Access|4	10228-10234	8682
IEEE Access|4	6624-6630	8683
IEEE Access|4	2854-2862	8684
IEEE Access|4	450-476	8685
IEEE Access|4	7223-7231	8686
IEEE Access|4	6993-7004	8687
IEEE Access|4	416-424	8688
IEEE Access|4	8073-8083	8689
IEEE Access|4	9400-9412	8690
IEEE Access|4	7251-7261	8691
IEEE Access|4	8938-8947	8692
IEEE Access|4	9689-9701	8693
IEEE Access|4	6876-6882	8694
IEEE Access|4	4769-4776	8695
IEEE Access|4	2920-2934	8696
IEEE Access|4	9740-9742	8697
IEEE Access|4	3300-3309	8698
IEEE Access|4	6503-6514	8699
IEEE Access|4	2281-2291	8700
IEEE Access|4	284-298	8701
IEEE Access|4	7313-7321	8702
IEEE Access|4	6780-6791	8703
IEEE Access|4	3005-3015	8704
IEEE Access|4	2019-2028	8705
IEEE Access|4	7131-7144	8706
IEEE Access|4	3076-3086	8707
IEEE Access|4	9108-9118	8708
IEEE Access|4	7487-7499	8709
IEEE Access|4	8617-8624	8710
IEEE Access|4	425-449	8711
IEEE Access|4	1109-1116	8712
IEEE Access|4	2371-2378	8713
IEEE Access|4	9553-9560	8714
IEEE Access|4	3719-3731	8715
IEEE Access|4	4136-4147	8716
IEEE Access|4	2840-2853	8717
IEEE Access|4	10280-10287	8718
IEEE Access|4	5998-6013	8719
IEEE Access|4	165-188	8720
IEEE Access|4	5809-5817	8721
IEEE Access|4	7383-7390	8722
IEEE Access|4	2398-2407	8723
IEEE Access|4	5258-5267	8724
IEEE Access|4	5673-5686	8725
IEEE Access|4	3195-3200	8726
IEEE Access|4	2788-2796	8727
IEEE Access|4	9561-9569	8728
IEEE Access|4	6585-6590	8729
IEEE Access|4	2465-2478	8730
IEEE Access|4	9184-9192	8731
IEEE Access|4	9361-9376	8732
IEEE Access|4	4974-4988	8733
IEEE Access|4	650-659	8734
IEEE Access|4	905-913	8735
IEEE Access|4	10076-10095	8736
IEEE Access|4	2045-2055	8737
IEEE Access|4	574-584	8738
IEEE Access|4	1332-1344	8739
IEEE Access|4	4840-4847	8740
IEEE Access|4	4573-4582	8741
IEEE Access|4	3273-3287	8742
IEEE Access|4	8476-8486	8743
IEEE Access|4	713-723	8744
IEEE Access|4	2764-2770	8745
IEEE Access|4	5161-5168	8746
IEEE Access|4	9066-9072	8747
IEEE Access|4	4094-4103	8748
IEEE Access|4	5880-5888	8749
IEEE Access|4	9119-9128	8750
IEEE Access|4	8105-8115	8751
IEEE Access|4	10288-10299	8752
IEEE Access|4	9193-9203	8753
IEEE Access|4	4635-4645	8754
IEEE Access|4	1163-1174	8755
IEEE Access|4	6344-6351	8756
IEEE Access|4	2751-2763	8757
IEEE Access|4	6515-6527	8758
IEEE Access|4	6204-6215	8759
IEEE Access|4	9743-9757	8760
IEEE Access|4	941-950	8761
IEEE Access|4	3547-3556	8762
IEEE Access|4	5730-5732	8763
IEEE Access|4	4495-4508	8764
IEEE Access|4	724-749	8765
IEEE Access|4	5436-5451	8766
IEEE Access|4	2488-2497	8767
IEEE Access|4	8294-8302	8768
IEEE Access|4	8138-8146	8769
IEEE Access|4	9923-9940	8770
IEEE Access|4	2714-2720	8771
IEEE Access|4	8212-8224	8772
IEEE Access|4	4038-4045	8773
IEEE Access|4	6574-6584	8774
IEEE Access|4	8686-8702	8775
IEEE Access|4	5937-5947	8776
IEEE Access|4	299-311	8777
IEEE Access|4	614-626	8778
IEEE Access|4	4011-4024	8779
IEEE Access|4	2272-2280	8780
IEEE Access|4	4669-4677	8781
IEEE Access|4	3489-3500	8782
IEEE Access|4	8643-8656	8783
IEEE Access|4	1243-1257	8784
IEEE Access|4	5721-5729	8785
IEEE Access|4	5896-5907	8786
IEEE Access|4	7046-7053	8787
IEEE Access|4	3887-3893	8788
IEEE Access|4	6238-6249	8789
IEEE Access|4	1925-1939	8790
IEEE Access|4	2408-2428	8791
IEEE Access|4	9764-9774	8792
IEEE Access|4	4464-4477	8793
IEEE Access|4	6374-6385	8794
IEEE Access|4	7500-7508	8795
IEEE Access|4	10166-10179	8796
IEEE Access|4	6894-6900	8797
IEEE Access|4	9239-9250	8798
IEEE Access|4	5408-5416	8799
IEEE Access|4	9093-9107	8800
IEEE Access|4	9345-9349	8801
IEEE Access|4	7682-7691	8802
IEEE Access|4	81-96	8803
IEEE Access|4	7859-7873	8804
IEEE Access|4	8572-8580	8805
IEEE Access|4	7347-7355	8806
IEEE Access|4	8375-8385	8807
IEEE Access|4	7633-7644	8808
IEEE Access|4	9332-9344	8809
IEEE Access|4	5399-5407	8810
IEEE Access|4	3591-3604	8811
IEEE Access|4	9906-9909	8812
IEEE Access|4	2507-2519	8813
IEEE Access|4	9643-9658	8814
IEEE Access|4	2083-2095	8815
IEEE Access|4	5908-5917	8816
IEEE Access|4	8465-8475	8817
IEEE Access|4	4789-4796	8818
IEEE Access|4	1784-1799	8819
IEEE Access|4	5038-5051	8820
IEEE Access|4	8634-8642	8821
IEEE Access|4	9308-9319	8822
IEEE Access|4	1464-1468	8823
IEEE Access|4	7232-7240	8824
IEEE Access|4	5135-5142	8825
IEEE Access|4	3238-3245	8826
IEEE Access|4	5733-5741	8827
IEEE Access|4	2177-2187	8828
IEEE Access|4	7145-7153	8829
IEEE Access|4	702-712	8830
IEEE Access|4	8250-8263	8831
IEEE Access|4	1583-1594	8832
IEEE Access|4	869-879	8833
IEEE Access|4	7847-7858	8834
IEEE Access|4	6181-6196	8835
IEEE Access|4	10158-10165	8836
IEEE Access|4	3127-3152	8837
IEEE Access|4	3501-3510	8838
IEEE Access|4	4609-4617	8839
IEEE Access|4	2096-2109	8840
IEEE Access|4	849-857	8841
IEEE Access|4	7585-7593	8842
IEEE Access|4	1689-1699	8843
IEEE Access|4	1607-1629	8844
IEEE Access|4	2429-2438	8845
IEEE Access|4	6151-6160	8846
Appl. Algebra Eng. Commun. Comput.|27	451-467	8847
Appl. Algebra Eng. Commun. Comput.|27	493-521	8848
Appl. Algebra Eng. Commun. Comput.|27	359-372	8849
Appl. Algebra Eng. Commun. Comput.|27	259-277	8850
Appl. Algebra Eng. Commun. Comput.|27	279-302	8851
Appl. Algebra Eng. Commun. Comput.|27	159-168	8852
Appl. Algebra Eng. Commun. Comput.|27	435-449	8853
Appl. Algebra Eng. Commun. Comput.|27	185-203	8854
Appl. Algebra Eng. Commun. Comput.|27	123-138	8855
Appl. Algebra Eng. Commun. Comput.|27	59-90	8856
Appl. Algebra Eng. Commun. Comput.|27	523-535	8857
Appl. Algebra Eng. Commun. Comput.|27	219-236	8858
Appl. Algebra Eng. Commun. Comput.|27	237-257	8859
Appl. Algebra Eng. Commun. Comput.|27	17-57	8860
Appl. Algebra Eng. Commun. Comput.|27	105-122	8861
Appl. Algebra Eng. Commun. Comput.|27	399-412	8862
Appl. Algebra Eng. Commun. Comput.|27	1-16	8863
Appl. Algebra Eng. Commun. Comput.|27	205-217	8864
Appl. Algebra Eng. Commun. Comput.|27	481-491	8865
Appl. Algebra Eng. Commun. Comput.|27	139-158	8866
Appl. Algebra Eng. Commun. Comput.|27	303-358	8867
Appl. Algebra Eng. Commun. Comput.|27	373-397	8868
Appl. Algebra Eng. Commun. Comput.|27	169-183	8869
Appl. Algebra Eng. Commun. Comput.|27	469-479	8870
Appl. Algebra Eng. Commun. Comput.|27	91-103	8871
Appl. Algebra Eng. Commun. Comput.|27	413-434	8872
IEEE Trans. Industrial Electronics|63	3987-3997	8873
IEEE Trans. Industrial Electronics|63	1191-1202	8874
IEEE Trans. Industrial Electronics|63	2785-2795	8875
IEEE Trans. Industrial Electronics|63	1745-1753	8876
IEEE Trans. Industrial Electronics|63	7597-7606	8877
IEEE Trans. Industrial Electronics|63	2713-2721	8878
IEEE Trans. Industrial Electronics|63	2850-2861	8879
IEEE Trans. Industrial Electronics|63	4909-4918	8880
IEEE Trans. Industrial Electronics|63	6530-6532	8881
IEEE Trans. Industrial Electronics|63	1539-1548	8882
IEEE Trans. Industrial Electronics|63	4868-4877	8883
IEEE Trans. Industrial Electronics|63	3158-3167	8884
IEEE Trans. Industrial Electronics|63	1717-1727	8885
IEEE Trans. Industrial Electronics|63	2825-2837	8886
IEEE Trans. Industrial Electronics|63	3252-3260	8887
IEEE Trans. Industrial Electronics|63	1923-1934	8888
IEEE Trans. Industrial Electronics|63	3815-3823	8889
IEEE Trans. Industrial Electronics|63	5943-5952	8890
IEEE Trans. Industrial Electronics|63	4442-4451	8891
IEEE Trans. Industrial Electronics|63	6591-6601	8892
IEEE Trans. Industrial Electronics|63	1886-1888	8893
IEEE Trans. Industrial Electronics|63	4929-4941	8894
IEEE Trans. Industrial Electronics|63	6835-6844	8895
IEEE Trans. Industrial Electronics|63	7823-7832	8896
IEEE Trans. Industrial Electronics|63	1754-1762	8897
IEEE Trans. Industrial Electronics|63	3282-3289	8898
IEEE Trans. Industrial Electronics|63	1853-1862	8899
IEEE Trans. Industrial Electronics|63	6238-6248	8900
IEEE Trans. Industrial Electronics|63	2688-2701	8901
IEEE Trans. Industrial Electronics|63	5652-5662	8902
IEEE Trans. Industrial Electronics|63	7320-7327	8903
IEEE Trans. Industrial Electronics|63	6602-6612	8904
IEEE Trans. Industrial Electronics|63	3389-3396	8905
IEEE Trans. Industrial Electronics|63	4764-4772	8906
IEEE Trans. Industrial Electronics|63	6745-6755	8907
IEEE Trans. Industrial Electronics|63	2174-2180	8908
IEEE Trans. Industrial Electronics|63	5069-5077	8909
IEEE Trans. Industrial Electronics|63	6533-6545	8910
IEEE Trans. Industrial Electronics|63	2965-2975	8911
IEEE Trans. Industrial Electronics|63	6613-6622	8912
IEEE Trans. Industrial Electronics|63	1519-1527	8913
IEEE Trans. Industrial Electronics|63	5807-5815	8914
IEEE Trans. Industrial Electronics|63	6360-6370	8915
IEEE Trans. Industrial Electronics|63	2615-2624	8916
IEEE Trans. Industrial Electronics|63	1203-1206	8917
IEEE Trans. Industrial Electronics|63	1995-2004	8918
IEEE Trans. Industrial Electronics|63	773-783	8919
IEEE Trans. Industrial Electronics|63	1528-1538	8920
IEEE Trans. Industrial Electronics|63	4452-4460	8921
IEEE Trans. Industrial Electronics|63	4278-4291	8922
IEEE Trans. Industrial Electronics|63	6407-6418	8923
IEEE Trans. Industrial Electronics|63	7018-7028	8924
IEEE Trans. Industrial Electronics|63	6510-6518	8925
IEEE Trans. Industrial Electronics|63	1016-1026	8926
IEEE Trans. Industrial Electronics|63	2506-2516	8927
IEEE Trans. Industrial Electronics|63	2529-2536	8928
IEEE Trans. Industrial Electronics|63	6653-6663	8929
IEEE Trans. Industrial Electronics|63	2304-2312	8930
IEEE Trans. Industrial Electronics|63	2904-2912	8931
IEEE Trans. Industrial Electronics|63	2313-2319	8932
IEEE Trans. Industrial Electronics|63	2595-2605	8933
IEEE Trans. Industrial Electronics|63	2501-2505	8934
IEEE Trans. Industrial Electronics|63	3201-3204	8935
IEEE Trans. Industrial Electronics|63	5488-5500	8936
IEEE Trans. Industrial Electronics|63	6347-6359	8937
IEEE Trans. Industrial Electronics|63	7723-7732	8938
IEEE Trans. Industrial Electronics|63	2578-2586	8939
IEEE Trans. Industrial Electronics|63	3125-3136	8940
IEEE Trans. Industrial Electronics|63	1239-1248	8941
IEEE Trans. Industrial Electronics|63	5120-5129	8942
IEEE Trans. Industrial Electronics|63	2005-2015	8943
IEEE Trans. Industrial Electronics|63	5357-5365	8944
IEEE Trans. Industrial Electronics|63	7792-7803	8945
IEEE Trans. Industrial Electronics|63	1331-1343	8946
IEEE Trans. Industrial Electronics|63	4651-4662	8947
IEEE Trans. Industrial Electronics|63	618-628	8948
IEEE Trans. Industrial Electronics|63	4242-4254	8949
IEEE Trans. Industrial Electronics|63	667-677	8950
IEEE Trans. Industrial Electronics|63	5858-5866	8951
IEEE Trans. Industrial Electronics|63	7049-7058	8952
IEEE Trans. Industrial Electronics|63	7059-7066	8953
IEEE Trans. Industrial Electronics|63	6482-6489	8954
IEEE Trans. Industrial Electronics|63	704-715	8955
IEEE Trans. Industrial Electronics|63	5547-5557	8956
IEEE Trans. Industrial Electronics|63	5167-5175	8957
IEEE Trans. Industrial Electronics|63	4314-4324	8958
IEEE Trans. Industrial Electronics|63	7157-7164	8959
IEEE Trans. Industrial Electronics|63	1586-1597	8960
IEEE Trans. Industrial Electronics|63	2659-2668	8961
IEEE Trans. Industrial Electronics|63	7467-7477	8962
IEEE Trans. Industrial Electronics|63	3038-3049	8963
IEEE Trans. Industrial Electronics|63	4889-4898	8964
IEEE Trans. Industrial Electronics|63	5176-5185	8965
IEEE Trans. Industrial Electronics|63	1953-1961	8966
IEEE Trans. Industrial Electronics|63	5255-5262	8967
IEEE Trans. Industrial Electronics|63	7511-7522	8968
IEEE Trans. Industrial Electronics|63	4878-4888	8969
IEEE Trans. Industrial Electronics|63	4816-4825	8970
IEEE Trans. Industrial Electronics|63	4826-4837	8971
IEEE Trans. Industrial Electronics|63	832-839	8972
IEEE Trans. Industrial Electronics|63	4304-4313	8973
IEEE Trans. Industrial Electronics|63	6812-6822	8974
IEEE Trans. Industrial Electronics|63	3546-3553	8975
IEEE Trans. Industrial Electronics|63	7145-7147	8976
IEEE Trans. Industrial Electronics|63	7777-7779	8977
IEEE Trans. Industrial Electronics|63	4198-4210	8978
IEEE Trans. Industrial Electronics|63	3028-3037	8979
IEEE Trans. Industrial Electronics|63	3628-3637	8980
IEEE Trans. Industrial Electronics|63	449-458	8981
IEEE Trans. Industrial Electronics|63	5036-5043	8982
IEEE Trans. Industrial Electronics|63	4506-4516	8983
IEEE Trans. Industrial Electronics|63	5315-5325	8984
IEEE Trans. Industrial Electronics|63	3889-3896	8985
IEEE Trans. Industrial Electronics|63	6395-6406	8986
IEEE Trans. Industrial Electronics|63	3857-3866	8987
IEEE Trans. Industrial Electronics|63	2414-2423	8988
IEEE Trans. Industrial Electronics|63	4641-4648	8989
IEEE Trans. Industrial Electronics|63	2548-2558	8990
IEEE Trans. Industrial Electronics|63	2757-2765	8991
IEEE Trans. Industrial Electronics|63	641-652	8992
IEEE Trans. Industrial Electronics|63	3117-3124	8993
IEEE Trans. Industrial Electronics|63	7360-7371	8994
IEEE Trans. Industrial Electronics|63	7743-7753	8995
IEEE Trans. Industrial Electronics|63	2569-2577	8996
IEEE Trans. Industrial Electronics|63	6631-6640	8997
IEEE Trans. Industrial Electronics|63	7175-7183	8998
IEEE Trans. Industrial Electronics|63	1344-1349	8999
IEEE Trans. Industrial Electronics|63	3355-3365	9000
IEEE Trans. Industrial Electronics|63	4615-4627	9001
IEEE Trans. Industrial Electronics|63	5143-5155	9002
IEEE Trans. Industrial Electronics|63	2369-2378	9003
IEEE Trans. Industrial Electronics|63	82-91	9004
IEEE Trans. Industrial Electronics|63	5534-5546	9005
IEEE Trans. Industrial Electronics|63	92-101	9006
IEEE Trans. Industrial Electronics|63	5133-5142	9007
IEEE Trans. Industrial Electronics|63	4042-4051	9008
IEEE Trans. Industrial Electronics|63	5786-5793	9009
IEEE Trans. Industrial Electronics|63	4485-4494	9010
IEEE Trans. Industrial Electronics|63	1863-1875	9011
IEEE Trans. Industrial Electronics|63	6664-6673	9012
IEEE Trans. Industrial Electronics|63	2945-2953	9013
IEEE Trans. Industrial Electronics|63	3420-3432	9014
IEEE Trans. Industrial Electronics|63	550-561	9015
IEEE Trans. Industrial Electronics|63	3677-3685	9016
IEEE Trans. Industrial Electronics|63	6695-6704	9017
IEEE Trans. Industrial Electronics|63	5394-5402	9018
IEEE Trans. Industrial Electronics|63	2722-2733	9019
IEEE Trans. Industrial Electronics|63	4805-4815	9020
IEEE Trans. Industrial Electronics|63	3290-3298	9021
IEEE Trans. Industrial Electronics|63	3745-3755	9022
IEEE Trans. Industrial Electronics|63	5044-5056	9023
IEEE Trans. Industrial Electronics|63	1507-1518	9024
IEEE Trans. Industrial Electronics|63	4899-4908	9025
IEEE Trans. Industrial Electronics|63	3686-3694	9026
IEEE Trans. Industrial Electronics|63	1643-1654	9027
IEEE Trans. Industrial Electronics|63	6450-6459	9028
IEEE Trans. Industrial Electronics|63	178-188	9029
IEEE Trans. Industrial Electronics|63	6471-6481	9030
IEEE Trans. Industrial Electronics|63	1083-1095	9031
IEEE Trans. Industrial Electronics|63	4222-4232	9032
IEEE Trans. Industrial Electronics|63	1039-1051	9033
IEEE Trans. Industrial Electronics|63	7310-7319	9034
IEEE Trans. Industrial Electronics|63	7776	9035
IEEE Trans. Industrial Electronics|63	2403-2413	9036
IEEE Trans. Industrial Electronics|63	1062-1070	9037
IEEE Trans. Industrial Electronics|63	4539-4549	9038
IEEE Trans. Industrial Electronics|63	741-749	9039
IEEE Trans. Industrial Electronics|63	1561-1573	9040
IEEE Trans. Industrial Electronics|63	761-772	9041
IEEE Trans. Industrial Electronics|63	5558-5568	9042
IEEE Trans. Industrial Electronics|63	5366-5375	9043
IEEE Trans. Industrial Electronics|63	3000-3008	9044
IEEE Trans. Industrial Electronics|63	302-309	9045
IEEE Trans. Industrial Electronics|63	7144	9046
IEEE Trans. Industrial Electronics|63	6172-6183	9047
IEEE Trans. Industrial Electronics|63	3072-3080	9048
IEEE Trans. Industrial Electronics|63	6257-6269	9049
IEEE Trans. Industrial Electronics|63	2212-2220	9050
IEEE Trans. Industrial Electronics|63	6962-6969	9051
IEEE Trans. Industrial Electronics|63	2379-2390	9052
IEEE Trans. Industrial Electronics|63	1179-1190	9053
IEEE Trans. Industrial Electronics|63	6184-6193	9054
IEEE Trans. Industrial Electronics|63	4137-4149	9055
IEEE Trans. Industrial Electronics|63	364-376	9056
IEEE Trans. Industrial Electronics|63	1438-1449	9057
IEEE Trans. Industrial Electronics|63	728-740	9058
IEEE Trans. Industrial Electronics|63	538-549	9059
IEEE Trans. Industrial Electronics|63	2936-2944	9060
IEEE Trans. Industrial Electronics|63	5276-5284	9061
IEEE Trans. Industrial Electronics|63	5932-5942	9062
IEEE Trans. Industrial Electronics|63	102-112	9063
IEEE Trans. Industrial Electronics|63	6010-6019	9064
IEEE Trans. Industrial Electronics|63	2734-2745	9065
IEEE Trans. Industrial Electronics|63	7253-7263	9066
IEEE Trans. Industrial Electronics|63	5326-5335	9067
IEEE Trans. Industrial Electronics|63	4367-4376	9068
IEEE Trans. Industrial Electronics|63	2976-2989	9069
IEEE Trans. Industrial Electronics|63	3706-3716	9070
IEEE Trans. Industrial Electronics|63	6970-6977	9071
IEEE Trans. Industrial Electronics|63	1694-1706	9072
IEEE Trans. Industrial Electronics|63	3019-3027	9073
IEEE Trans. Industrial Electronics|63	7939-7949	9074
IEEE Trans. Industrial Electronics|63	4707-4717	9075
IEEE Trans. Industrial Electronics|63	7112-7123	9076
IEEE Trans. Industrial Electronics|63	459-468	9077
IEEE Trans. Industrial Electronics|63	629-640	9078
IEEE Trans. Industrial Electronics|63	7693-7702	9079
IEEE Trans. Industrial Electronics|63	562-573	9080
IEEE Trans. Industrial Electronics|63	7898-7907	9081
IEEE Trans. Industrial Electronics|63	4495-4505	9082
IEEE Trans. Industrial Electronics|63	5087-5090	9083
IEEE Trans. Industrial Electronics|63	2275-2283	9084
IEEE Trans. Industrial Electronics|63	322-331	9085
IEEE Trans. Industrial Electronics|63	4233-4241	9086
IEEE Trans. Industrial Electronics|63	691-703	9087
IEEE Trans. Industrial Electronics|63	4325-4335	9088
IEEE Trans. Industrial Electronics|63	678-690	9089
IEEE Trans. Industrial Electronics|63	3366-3376	9090
IEEE Trans. Industrial Electronics|63	6867-6876	9091
IEEE Trans. Industrial Electronics|63	3954-3963	9092
IEEE Trans. Industrial Electronics|63	3897-3905	9093
IEEE Trans. Industrial Electronics|63	7404-7412	9094
IEEE Trans. Industrial Electronics|63	7574-7585	9095
IEEE Trans. Industrial Electronics|63	6305-6315	9096
IEEE Trans. Industrial Electronics|63	2537-2547	9097
IEEE Trans. Industrial Electronics|63	4919-4928	9098
IEEE Trans. Industrial Electronics|63	7104-7111	9099
IEEE Trans. Industrial Electronics|63	4838-4848	9100
IEEE Trans. Industrial Electronics|63	1218-1229	9101
IEEE Trans. Industrial Electronics|63	2746-2756	9102
IEEE Trans. Industrial Electronics|63	7703-7711	9103
IEEE Trans. Industrial Electronics|63	1385-1394	9104
IEEE Trans. Industrial Electronics|63	7876-7886	9105
IEEE Trans. Industrial Electronics|63	2669-2678	9106
IEEE Trans. Industrial Electronics|63	6107-6114	9107
IEEE Trans. Industrial Electronics|63	6877-6886	9108
IEEE Trans. Industrial Electronics|63	4942-4946	9109
IEEE Trans. Industrial Electronics|63	3845-3856	9110
IEEE Trans. Industrial Electronics|63	7124-7132	9111
IEEE Trans. Industrial Electronics|63	3081-3090	9112
IEEE Trans. Industrial Electronics|63	4560-4570	9113
IEEE Trans. Industrial Electronics|63	6568-6579	9114
IEEE Trans. Industrial Electronics|63	6909-6920	9115
IEEE Trans. Industrial Electronics|63	3522-3532	9116
IEEE Trans. Industrial Electronics|63	6115-6125	9117
IEEE Trans. Industrial Electronics|63	5477-5487	9118
IEEE Trans. Industrial Electronics|63	7563-7573	9119
IEEE Trans. Industrial Electronics|63	606-617	9120
IEEE Trans. Industrial Electronics|63	3998-4007	9121
IEEE Trans. Industrial Electronics|63	2434-2446	9122
IEEE Trans. Industrial Electronics|63	3964-3975	9123
IEEE Trans. Industrial Electronics|63	4052-4060	9124
